ID_UBICACIO,DS_UBICACIO,ID_TIPUS_DEPENDENCIA,ID_EDIFICI,QL_PORTA,IND_METRES,ID_SN_BAIXA
SAF3/-205,Pista d'esquaix 4,13,SF3,SAF3/-205 ,64.0,N
I2/050,Plató TV2,22,I,I2/050    ,183.0,N
I2/123B,Plató d'entrevistes,22,I,I2/123B   ,40.0,N
X/POMARET,Pomaret,11,X,X/POMARET ,1.0,S
M6/101,Porta Blindada d'Accés,43,M,M6/101    ,13.0,N
S/-104B,Porta Sortida Aparcament,43,S,S/-104B   ,1.0,N
B3BIS/-119,Porta d'access,27,B,B3BIS/-119,18.0,N
GA/217,Porta secundària Aula 28,4,G,GA/217    ,105.0,S
GS/0X1,Porxos i escales exteriors,14,G,GS/0X1    ,115.0,N
B3BIS/085,Postgrau,16,B,B3BIS/085 ,25.0,N
C2/-141,Preparació làmines primes,20,C,C2/-141   ,35.0,N
B9C/000,Quadre de llums,36,B,B9C/000   ,1.0,N
M3/029.1,Quadre de llums,36,M,M3/029.1  ,25.0,N
M6/121,Quadre de llums,34,M,M6/121    ,13.0,N
V0/265Q,Quadre de llums,36,V,V0/265Q   ,2.0,N
V0/367Q,Quadre de llums,36,V,V0/367Q   ,2.0,N
B1/011,Quadre elèctric,36,B,B1/011    ,4.0,N
B1/036,Quadre elèctric,36,B,B1/036    ,4.0,N
B1/104,Quadre elèctric,36,B,B1/104    ,4.0,N
C2/084,Quadre elèctric,36,C,C2/084    ,1.0,N
C3/401,Quadre elèctric,36,C,C3/401    ,4.0,N
C5/1054,Quadre elèctric,36,C,C5/1054   ,10.0,N
C7/465,Quadre elèctric,36,C,C7/465    ,3.0,N
B9/004,Quadres de llums,36,B,B9/004    ,4.0,N
I0/132,Quadres elèctrics de llums,36,I,I0/132    ,34.0,N
B7/201,Quartet ascensor,36,B,B7/201    ,6.0,N
HCV/-107,Quròfan,28,HCV,HCV/-107  ,61.0,N
B1/179A,Racc,16,B,B1/179A   ,3.0,N
HCV/039,Rack,36,HCV,HCV/039   ,5.0,N
HSP/110,Rack,31,HSP,HSP/110   ,2.0,N
F/2,Recepció,16,F,F/2       ,11.0,S
MRA/028.1,Recepció,12,MRA,MRA/028.1 ,20.0,N
M1/003,Recepció (magatzem),16,M,M1/003    ,24.0,N
A/-117,Recepció de paqueteria,24,A,A/-117    ,25.0,N
HCV/011,Rentat- neteja,33,HCV,HCV/011   ,11.0,N
D/005,Responsable Administració,10,D,D/005     ,30.0,N
H/036BIS,SALA 4,24,H,H/036BIS  ,10.0,N
X/HGTSE,SALA D'ESTUDI - BIBLIOTECA,11,X,X/HGTSE   ,1.0,N
C0/006,Sala 1er i 2on. Cecle,8,C,C0/006    ,1182.0,N
A/1006,Sala Consell Social,38,A,A/1006    ,43.0,N
B0/-338,Sala Contraincendis,36,B,B0/-338   ,9.0,N
C2/149,Sala Dissecció,20,C,C2/149    ,7.0,N
V3/018INT,Sala Exploracio U.Equina,33,V,V3/018INT ,50.0,N
S/010,Sala H. Industrial,8,S,S/010     ,67.0,N
A/-101,Sala Ibercom,36,A,A/-101    ,43.0,N
V2/005-1,Sala Llibres Biblioteca,8,V,V2/005-1  ,452.0,N
B9/1010,Sala Reunions,38,B,B9/1010   ,19.0,N
GL/109,Sala balances,21,G,GL/109    ,10.0,N
GA/310,Sala caldera,36,G,GA/310    ,12.0,N
SAF1/014,Sala calderes (Exterior),36,SF1,SAF1/014  ,47.0,N
V5/011,Sala calefacció,36,V,V5/011    ,17.0,N
S2/008,Sala clima,36,S,S2/008    ,10.0,N
B0/-3XX,Sala d'Instal. Telefòniques,36,B,B0/-3XX   ,8.0,N
C1/-178,Sala d'actes i reunions,38,C,C1/-178   ,257.0,N
QC/1039,Sala d'equips informatics,31,Q,QC/1039   ,36.0,N
QC/1078,Sala d'equips informatics,31,Q,QC/1078   ,18.0,N
B0/-121,Sala d'estadistica,39,B,B0/-121   ,330.0,N
B3/128,Sala d'ordinadors,31,B,B3/128    ,41.0,N
C7/305,Sala d'ordinadors,31,C,C7/305    ,11.0,N
N/0018,Sala de Reunions,38,N,N/0018    ,29.0,N
U/312,Sala de Reunions,38,U,U/312     ,18.0,N
S2/-106,Sala de clima,36,S,S2/-106   ,10.0,N
QP/0007.2,Sala de control,20,Q,QP/0007.2 ,10.0,N
B0/-105,Sala de formació,25,B,B0/-105   ,16.0,N
B2/118,Sala de graus,38,B,B2/118    ,61.0,N
HDM/-106,Sala de graus,38,HDM,HDM/-106  ,42.0,N
U/103,Sala de graus,38,U,U/103     ,87.0,N
B2/125,Sala de juntes,38,B,B2/125    ,186.0,N
B3/0005,Sala de juntes,38,B,B3/0005   ,90.0,N
G5/012,Sala de juntes,38,G,G5/012    ,125.0,N
X/EBG006,Sala de monitors,11,X,X/EBG006  ,27.0,N
C2/-127,Sala de màquines,36,C,C2/-127   ,3.0,S
L/125,Sala de màquines,36,L,L/125     ,3.0,N
K/2016,Sala de professors,38,K,K/2016    ,54.0,N
U/105,Sala de projectes,16,U,U/105     ,62.0,N
D/020C,Sala de proves,36,D,D/020C    ,77.0,N
M6/114,Sala de reunions,38,M,M6/114    ,35.0,N
R/111,Sala de reunions (reflexió),38,R,R/111     ,20.0,N
M0/105C,Sala de reunions - menjador,38,M,M0/105C   ,33.0,N
B7/1124,Sala de reunions D,38,B,B7/1124   ,34.0,N
GTP/113,Sala de reunions professorat,38,GTP,GTP/113   ,21.0,N
H/402,Sala de revistes- Secretaria,39,H,H/402     ,18.0,N
Q1/0015,Sala de servidors,31,Q,Q1/0015   ,8.0,N
B1/144,Sala de treball,31,B,B1/144    ,30.0,N
B0/-205,Sala de treball 1,32,B,B0/-205   ,16.0,N
B0/-210,Sala de treball 4,32,B,B0/-210   ,13.0,N
GA/205,Sala escomesa elèctrica,36,G,GA/205    ,12.0,N
QC/0025,Sala espera Secret. Adm.Centre,43,Q,QC/0025   ,8.0,N
C1/347,Sala espera Secretaria,16,C,C1/347    ,10.0,N
GB/005,Sala foniatria,5,G,GB/005    ,81.0,N
SAF3/0P1,Passadís accés piscina,27,SF3,SAF3/003  ,9.0,N
V6/1P1,Passadís altell planta Tecno,27,V,V6/1P1    ,2.0,N
V0/1P5,Passadís de Bioq.A Farmacolog.,27,V,0         ,213.0,S
V0/1P4,Passadís de Bioq.A Restaurant,27,V,V0/1P4    ,118.0,N
D/1P2,Passadís de D/108 A D/115,27,D,0         ,1.0,S
IBB/-1P1,Passadís general planta,27,IBB,IBB/-1P1  ,101.0,N
M4/015,Passadís general planta,27,M,M4/015    ,101.0,N
EST/-1P1,Passadís general planta baixa,27,EST,EST/-1P1  ,67.0,S
C3/3P1,Passadís interior,27,C,C3/3P1    ,51.0,S
B5/101,Passadís lavabos Psic.Educació,27,B,B5/101    ,85.0,S
C3B/0P2,Passadís par Aules C3b,27,C,C3B/0P2   ,114.0,N
SAF1/0P7,Passadís pista i vestuari 5,27,SF1,SAF1/0212 ,8.0,N
A/1065,Passadís primera planta,27,A,A/1065    ,81.0,N
M3/029,Passadís quadre de llums,27,M,M3/029    ,34.0,N
N/-1021,Passadís sortida d'emergència,27,N,N/-1021   ,60.0,N
B11/106,"Passadís, vestíbul i escales",27,B,B11/106   ,171.0,S
Q6/1001,"Passadís,escal i accés passera",27,Q,Q6/1001   ,345.0,N
C7/427,Passarel·la senars/parells,27,C,C7/427    ,19.0,N
I/0038,Pati,14,I,I/0038    ,68.0,N
J/-112,Pati,14,J,J/-112    ,3.0,S
VG/012,Pati,15,V,VG/012    ,74.0,N
C5/341-1,Pati Instal·lacions,36,C,C5/341-1  ,4.0,N
N/-1024,Pati Instal·lacions,36,N,N/-1024   ,33.0,N
QC/3005,Pati de ventilació,27,Q,QC/3005   ,12.0,N
H/135,Pati instal.lacions,36,H,H/135     ,2.0,N
J/-109,Pati instal·lacions,36,J,J/-109    ,3.0,N
N/1002,Pati instal·lacions,36,N,N/1002    ,12.0,N
C2/315,Pati tècnic,34,C,C2/315    ,4.0,N
C2/334-1,Pati tècnic,34,C,C2/334-1  ,4.0,N
C2/406-1,Pati tècnic,34,C,C2/406-1  ,4.0,N
D/201.B,Pati tècnic,36,D,D/201.B   ,2.0,S
D/209,Pati tècnic,36,D,D/209     ,12.0,N
A/-132.2,Pendent d'adjudicació,10,A,A/-132.2  ,15.0,N
VG1/003,Taller granja matgatzem,42,V,VG1/003   ,15.0,N
I2/012,Taller laboratoris,42,I,I2/012    ,33.0,N
Q/0X2,Teulada,14,Q,Q/0X2     ,1.0,N
B3B/-101B,Tubs calefaccio,34,B,B3B/-101B ,1.0,N
GTP/217,Tutoria 4,10,GTP,GTP/217   ,10.0,N
R/131,Tècnic Cultura En Viu,10,R,R/131     ,22.0,N
M2/0102,U. de Protecció Radiològica,10,M,M2/0102   ,24.0,N
C/000,Ubicació cablatge/elem.actius,34,C,C/000     ,1.0,N
X/SARAGOSS,Univ. Saragossa - Química,11,X,X/SARAGOSS,1.0,N
M0/233,VE3b - Univet,12,M,M0/233    ,24.0,N
M0/234,VE3b- Univet,12,M,M0/234    ,16.0,N
B3B/-117,Vestibul,43,B,B3B/-117  ,18.0,N
B4/001,Vestibul,43,B4,B4/001    ,15.0,N
V0/206,Vestibul,43,V,V0/206    ,128.0,N
V0/304A,Vestibul,43,V,V0/304A   ,40.0,N
B2/005,Vestibul Deganat Dret,43,B,B2/005    ,543.0,N
B3/0V1,Vestibul G.Acadèmica i Deganat,43,B,B3/0V1    ,569.0,N
V0/057,Vestibul WC,23,V,V0/057    ,3.0,N
B0/-108,Vestibul lavabos,43,B,B0/-108   ,5.0,N
B1/006A,Vestibul/Passadis/Escales,27,B,B1/006A   ,380.0,S
Q/-1004,Vestidor (personal cafeteria),12,Q,Q/-1004   ,8.0,N
F/35,Vestuari,44,F,F/35      ,7.0,S
EST/017,Vestuari - dutxes,44,EST,EST/017   ,7.0,N
VG5/003,Vestuari PDI homes,44,V,VG5/003   ,4.0,N
B11/111,Vestuari de la neteja,44,B,B11/111   ,10.0,N
GB/009,Vestuari dones,44,G,GB/009    ,13.0,N
S2/-102,Vestuari manteniment,44,S,S2/-102   ,9.0,N
SAF1/048,Vestuari núm. 5 dones,44,SF1,SAF1/048  ,28.0,N
V0/373A,Vestuaris,44,V,V0/373A   ,7.0,N
SAF2/023,Vestuaris d'homes,44,SF2,SAF2/023  ,44.0,N
SAF2/024,Vestuaris d'homes,44,SF2,SAF2/024  ,44.0,N
SAF2/026,Vestuaris d'homes,44,SF2,SAF2/026  ,44.0,N
SAF3/023,Vestuaris d'homes,44,SF3,SAF3/023  ,16.0,N
G5/-102.14,Vestuaris de dones,44,G,G5/-102.14,20.0,N
SAF2/029,Vestuaris de dones,44,SF2,SAF2/029  ,25.0,N
B11/037.2,Vestuàri dones,44,B,B11/037.2 ,15.0,N
V0/342,Sala fotocòpies Dept. CAIA,16,V,V0/342    ,5.0,N
S/-102,Sala instal·lació fred,36,S,S/-102    ,31.0,N
B0/-315,Sala maquines AA,36,B,B0/-315   ,96.0,N
B11/017,Sala màquines ascensor,36,B,B11/017   ,3.0,N
B11/027,Sala màquines auditori,36,B,B11/027   ,17.0,N
C3/430,Sala ordinadors,31,C,C3/430    ,41.0,N
C5/134,Sala ordinadors,31,C,C5/134    ,12.0,N
C7/207,Sala ordinadors,31,C,C7/207    ,10.0,N
MRA/017,Sala polivalent,38,MRA,MRA/017   ,35.0,N
S/213,Sala professors,16,S,S/213     ,19.0,N
F/5,Sala proves PV/ESP-Audimetria,33,F,F/5       ,16.0,S
C0/-110,Sala recerca Matemàtiques,8,C,C0/-110   ,35.0,N
C3/412,Sala reuinions,38,C,C3/412    ,23.0,N
C5/423,Sala reunions,38,C,C5/423    ,26.0,N
MRA/210,Sala reunions Inst. d'Estudiss,12,MRA,MRA/210   ,34.0,N
B5/018,Sala reunions Professorat,38,B,B5/018    ,30.0,N
L/026,Sala tranformador CIA,36,L,L/026     ,13.0,N
B0/-107,Sala treball,16,B,B0/-107   ,20.0,N
V0/340,Secr. Dept. Ciència Ani. i Ali,16,V,V0/340    ,28.0,N
A3/314,Secr. Vr Estudiants i Prom.Cul,10,A,A3/314    ,24.0,N
C2/011,Secretaria,16,C,C2/011    ,24.0,N
C5B/004,Secretaria,16,C,C5B/004   ,10.0,N
K/0023,Secretaria,16,K,K/0023    ,19.0,N
C5/250,Secretaria (IEEC),12,C,C5/250    ,23.0,N
M0/229,Secretaria Admin. de Centre,16,M,M0/229    ,20.0,N
E1/002,Secretaria CD Eupopea,16,E,E1/002    ,20.0,N
W/115,Secretaria Dept. Medicina,16,W,W/115     ,24.0,N
C5/438,Secretaria ICTA,16,C,C5/438    ,71.0,N
C5/059,Secretaria UPIIA,16,C,C5/059    ,13.0,S
M0/105A,Secretaria Unitat Biofísica,16,M,M0/105A   ,17.0,N
M5/103,Secretaria Unitat Histologia,16,M,M5/103    ,24.0,N
M5/103A,Secretaria Unitat Histologia,16,M,M5/103A   ,14.0,N
B7/1080,Secretaria d'Història Moderna,16,B,B7/1080   ,34.0,N
C7/251,Secretaria d'unitat,16,C,C7/251    ,20.0,N
D/102,Secretaria de Direcció,16,D,D/102     ,31.0,N
QC/0027,Secretaria de Direcció,10,Q,QC/0027   ,27.0,N
B7/101,Secretaria de departament,16,B,B7/101    ,20.0,N
C5/106-1,Secretaria de departament,16,C,C5/106-1  ,17.0,N
B9/132,Secretaria del Deganat,16,B,B9/132    ,45.0,N
B5/150,Secretaria del departament,16,B,B5/150    ,55.0,N
B1/122,Secretaria departament,16,B,B1/122    ,48.0,N
I0/211,Secretaria-arxiu,1,I,I0/211    ,58.0,N
C2/433,Seminari,41,C,C2/433    ,41.0,N
GL/402-1,Seminari,41,G,GL/402.1  ,48.0,S
M0/111A,Seminari,41,M,M0/111A   ,30.0,N
M3/337,Seminari,41,M,M3/337    ,34.0,N
QC/3049,Seminari,41,Q,QC/3049   ,54.0,N
I1/026,Seminari 2,41,I,I1/026    ,43.0,N
GA/415,Seminari 4B,41,G,GA/415    ,84.0,N
HSP/101,Seminari A,41,HSP,HSP/101   ,49.0,N
V1/018,Seminari A,41,V,V1/018    ,50.0,S
V1/028,Seminari B,41,V,V1/028    ,50.0,N
B2/-111,Seminari B (estudiants Dret),41,B,B2/-111   ,50.0,S
B1/171,Seminari D,41,B,B1/171    ,50.0,N
B11/188,Seminari F,41,B,B11/188   ,37.0,N
C7/017,Servei d'Anàlisi Químic,20,C,C7/017    ,84.0,N
IBB/0113,Servei de Proteòmica i Seqüenc,20,IBB,IBB/0113  ,18.0,S
B4/003,Servei de dones,23,B4,B4/003    ,13.0,N
IBB/011.4,Servei de proteòmica,20,IBB,IBB/011.4 ,18.0,N
S/004,Servei de reprografia,12,S,S/004     ,24.0,N
S/030,Servei de reprografia,12,S,S/030     ,43.0,N
B3/015,Servei tecnic,31,B,B3/015    ,42.0,N
J/126,Sortida d'emergència,27,J,J/126     ,1.0,N
S/005,Sortida d'emergència nord Pl. ,14,S,S/005     ,1.0,N
GTP/037,Suport logístic i punt d'infor,16,GTP,GTP/037   ,22.0,N
B2/-101,Tallavents,27,B,B2/-101   ,19.0,N
QC/3060,Vestíbul lavabos mixtes,43,Q,QC/3060   ,3.0,N
QS/1039,Vestíbul lavabos mixtes,43,Q,QS/1039   ,14.0,N
B0/-200,Vestíbul sala d'estudis,43,B,B0/-200   ,6.0,N
VG5/001,Vestíbul vestuaris granja,43,V,VG5/001   ,8.0,N
A1/302,Vr Afers Acadèmics,10,A,A1/302    ,47.0,N
A/1112,Vr Economia i Administració,10,A,A/1112    ,38.0,N
A/1083,Vr Projectes Estratègics,10,A,A/1083    ,29.0,N
A3/318,Vr Relacions Exteriors,10,A,A3/318    ,28.0,N
V0/063,W.C.,23,V,V0/063    ,9.0,N
V0/169A,W.C. Dones,23,V,V0/169A   ,12.0,N
V0/267A,W.C. Dones,23,V,V0/267A   ,13.0,N
V0/146B,W.C. Homes,23,V,V0/146B   ,9.0,N
V0/201C,W.C. Homes,23,V,V0/201C   ,13.0,N
V0/248B,W.C. Homes,23,V,V0/248B   ,9.0,N
V0/369C,W.C. Homes,23,V,V0/369C   ,10.0,N
V1/121,W.C. Homes,23,V,V1/121    ,28.0,N
M3/323,Zona de pas,43,M,M3/323    ,21.0,N
C5/219,aula de docència,4,C,C5/219    ,107.0,N
CB/003,despatx,10,C,CB/003    ,41.0,N
CB/014,despatx,10,C,CB/014    ,25.0,N
CB/112,despatx,10,C,CB/112    ,10.0,N
CB/116,despatx,10,C,CB/116    ,19.0,N
CT/017,despatx,10,CT,CT/017    ,18.0,N
VG/024,gàbies gossos,15,V,VG/024    ,4.0,N
VG/033,gàbies gossos,15,V,VG/033    ,4.0,N
VG/034,gàbies gossos,15,V,VG/034    ,4.0,N
CB/120,labavos,23,C,CB/120    ,3.0,N
CB/017,lavabo dones,23,C,CB/017    ,2.0,N
J/213,lavabo homes,23,J,J/213     ,18.0,N
J/129,lavabo minusvalids,23,J,J/129     ,7.0,N
QC/2143,lavabos,23,Q,QC/2143   ,11.0,N
I0/330C,lavabos minusvàlids,23,I,I0/330C   ,3.0,N
CT/019,magatzem 24 hores,24,CT,CT/019    ,74.0,N
VG/043,magatzem neteja,24,V,VG/043    ,6.0,N
CT/005,magatzem obres,24,CT,CT/005    ,9.0,N
CT/122,magatzem telefonia,24,CT,CT/122    ,7.0,N
PM/115,menjador,26,PM,PM/115    ,25.0,N
I0/PAS1,passadis I0 planta 1a,27,I,I0/PAS1   ,29.0,N
QC/2091,pati instal.lacions,36,Q,QC/2091   ,4.0,N
QC/3091,sala becaris,10,Q,QC/3091   ,65.0,N
CT/022,sala calderes,36,CT,CT/022    ,14.0,N
H/032,sala calderes,36,H,H/032     ,32.0,N
L/041,sala contadors,36,L,L/041     ,9.0,N
CT/105,vestuari homes,44,CT,CT/105    ,103.0,N
CB/104,vestíbul,43,C,CB/104    ,2.0,N
CB/118,vestíbul,43,C,CB/118    ,2.0,N
A/0015,Àrea d'Afers Acadèmics,16,A,A/0015    ,43.0,N
A5/301,Àrea de Recursos Humans,10,A,A5/301    ,19.0,N
C0/001,Vestíbul,43,C,C0/001    ,33.0,N
C5/1078,Vestíbul,43,C,C5/1078   ,34.0,N
C7/103,Vestíbul,43,C,C7/103    ,25.0,N
C7/303,Vestíbul,43,C,C7/303    ,24.0,N
C7/405,Vestíbul,43,C,C7/405    ,24.0,N
H/105,Vestíbul,43,H,H/105     ,15.0,N
H/320,Vestíbul,43,H,H/320     ,2.0,N
HSP/-105,Vestíbul,43,HSP,HSP/-105  ,8.0,N
M3/314,Vestíbul,43,M,M3/314    ,28.0,N
QP/0009,Vestíbul,43,Q,QP/0009   ,3.0,N
R/018,Vestíbul,43,R,R/018     ,9.0,N
VG/040,Vestíbul,43,V,VG/040    ,9.0,N
W/013,Vestíbul,43,W,W/013     ,8.0,N
W/100,Vestíbul,43,W,W/100     ,24.0,N
M2/008,Vestíbul (accés U. Bioquímica),43,M,M2/008    ,330.0,N
C5/0VP,Vestíbul C5,43,C,C5/0VP    ,854.0,N
C7/4V2,Vestíbul C7 P4 parell,43,C,C7/4V2    ,62.0,N
C7/5V1,Vestíbul C7 P5 senar,43,C,C7/5V1    ,40.0,N
C3/3V2,Vestíbul Física,43,C,C3/3V2    ,63.0,N
C2/2V2,Vestíbul Geologia planta 2,43,C,C2/2V2    ,62.0,N
C1/1V2,Vestíbul Matemàtiques,43,C,C1/1V2    ,61.0,N
B7/054,Vestíbul Sala de Graus,43,B,B7/054    ,4.0,N
C1/066,Vestíbul Sala de Juntes,38,C,C1/066    ,4.0,N
V5/001,Vestíbul Sala de Necròpsies,43,V,V5/001    ,10.0,N
GB/000,Vestíbul accés,43,G,GB/000    ,17.0,N
D/-113,Vestíbul accés extern,43,D,D/-113    ,72.0,N
SAF1/026,Vestíbul accés planta pis,43,SF1,SAF1/026  ,20.0,N
B1/0V4,Vestíbul central,43,B,B1/0V4    ,817.0,N
B0/-127,Vestíbul d'Entrada a Adm i SID,27,B,B0/-127   ,19.0,N
N/-1020.3,Vestíbul depósit D-01,43,N,N/-1020.3 ,3.0,N
N/-2034.3,Vestíbul dipósit D-12,43,N,N/-2034.3 ,3.0,N
E1/-103,Vestíbul entrada centre,43,E,E1/-103   ,8.0,N
B7/0P0,Vestíbul entrada principal,27,B,B7/0P0    ,838.0,S
GB/001,Vestíbul gimnàs,43,G,GB/001    ,41.0,N
GL/101,Vestíbul laboratori,43,G,GL/101    ,19.0,N
A1/1225,Arxiu SPUAB,1,A,A1/1225   ,11.0,S
VU/3283,Arxiu de Compres,11,VU,VU/3283   ,20.0,S
B11/015,Ascensor,45,B,B11/015   ,7.0,N
B5B/-143B,Ascensor,45,B,B5B/-143B ,3.0,N
G6/044,Ascensor,45,G,G6/044    ,4.0,N
J/021,Ascensor,45,J,J/021     ,4.0,N
N/-1001,Ascensor,45,N,N/-1001   ,3.0,N
U/012,Ascensor,45,U,U/012     ,3.0,N
U/216,Ascensor,45,U,U/216     ,3.0,N
QA/0001,Ascensor cos central,45,Q,QA/0001   ,4.0,N
C7/047-1,Ascensor de pta.0 a pta. 5,45,C,C7/047-1  ,6.0,N
M0/1A1,Ascensors Biofísica-Plantes 0,45,M,M0/1A1    ,4.0,N
M3/1A2,Ascensors SID-Plantes 0-1-2,45,M,M3/1A2    ,4.0,N
C5/012,Aula,4,C,C5/012    ,75.0,N
B2/-112,Aula 1,4,B,B2/-112   ,80.0,S
B7B/008,Aula 101,4,B,B7B/008   ,160.0,N
B7B/106,Aula 109,4,B,B7B/106   ,93.0,N
M1/108,Aula 11,4,M,M1/108    ,44.0,N
B7B/122,Aula 113,4,B,B7B/122   ,94.0,N
B1/0032,Aula 12,4,B,B1/0032   ,82.0,N
J/124,Aula 14,4,J,J/124     ,60.0,N
B3B/0010,Aula 18,4,B,B3B/0010  ,179.0,N
B5/-106,Aula 18,4,B,B5/-106   ,77.0,N
J/206,Aula 18,4,J,J/206     ,60.0,N
B3/0017,Aula 20,4,B,B3/0017   ,102.0,N
K/2046,Aula 20,4,K,K/2046    ,27.0,N
B3/0019,Aula 21,4,B,B3/0019   ,57.0,N
B7/042,Aula 216,4,B,B7/042    ,46.0,N
M1/145,Aula 23,4,M,M1/145    ,28.0,N
GA/211,Aula 26,4,G,GA/211    ,76.0,N
K/0057,Aula 3,4,K,K/0057    ,54.0,N
V1/116,Aula 3,4,V,V1/116    ,50.0,S
B1/-107,Aula 3-4,4,B,B1/-107   ,84.0,S
B9B/004,Aula 300,4,B,B9B/004   ,74.0,N
J/149,Aula 32,4,J,J/149     ,30.0,N
GA/304,Aula 35,4,G,GA/304    ,67.0,N
J/219,Aula 38,4,J,J/219     ,29.0,N
J/224,Aula 41,4,J,J/224     ,45.0,N
GA/403,Aula 44,4,G,GA/403    ,67.0,N
GA/411,Aula 46,4,G,GA/411    ,75.0,N
GA/418,Aula 48,4,G,GA/418    ,51.0,N
B1/-1046,Aula 5,4,B,B1/-1046  ,232.0,N
B1/-131,Aula 5,4,B,B1/-131   ,81.0,N
K/1036,Aula 5,4,K,K/1036    ,54.0,N
B11/008,Aula 502,4,B,B11/008   ,110.0,N
I1/011,Aula 6,4,I,I1/011    ,88.0,N
G6/006,Aula 62,5,G,G6/006    ,53.0,N
G6/007,Aula 63,5,G,G6/007    ,75.0,N
I1/007,Aula 7,4,I,I1/007    ,117.0,N
GL/502,Aula 72,4,G,GL/502    ,100.0,N
V1/204,Aula 8,4,V,V1/204    ,58.0,N
K/1042,Aula 9,4,K,K/1042    ,27.0,N
M0/1275,Aula Docent SID,4,M,M0/1275   ,77.0,N
B5B/004,Aula P-01,4,B,B5B/004   ,114.0,N
B5B/010,Aula P-03,4,B,B5B/010   ,130.0,N
B5/-118,Aula P15,4,B,B5/-118   ,264.0,N
Q3/0009,Aula Q3/0009,4,Q,Q3/0009   ,50.0,N
HSP/-106,Aula d'informàtica,7,HSP,HSP/-106  ,46.0,N
B0/-106,Aula d'informàtica A,7,B,B0/-106   ,146.0,N
C5/-106,Aula de Biotecnologia,4,C,C5/-106   ,107.0,N
M5/006,Aula docent,4,M,M5/006    ,149.0,N
IBB/-1201,Cambra termostàtica - CPU,30,IBB,IBB/-1201 ,5.0,S
X/CED,Centre Estudis Demogràfics,11,X,X/CED     ,1.0,N
M5/012,Centre d'Estudis Metropolitans,12,M,M5/012    ,155.0,N
M0/2131,Centre de Recursos Docents,10,M,M0/2131   ,30.0,N
D/023,Cintoteca,24,D,D/023     ,58.0,N
K/2030B,Climatitzador,36,K,K/2030B   ,2.0,N
A/1063,Comptab. Instituts,10,A,A/1063    ,23.0,N
A/1056,Comptabilitat. Arxiu,1,A,A/1056    ,17.0,N
L/308,Conduccions,36,L,L/308     ,1.0,N
QC/0007,Consell d'Estudiants,10,Q,QC/0007   ,33.0,N
W/122,Consell d'estudiants,10,W,W/122     ,11.0,N
B3BIS/-101,Consergeria,16,B,B3BIS/-101,23.0,N
C1/-182,Consergeria Centre,16,C,C1/-182   ,49.0,N
M3/1021,Consigna Suport Logístic,16,M,M3/1021   ,21.0,N
HCV/055,Consulta 2,33,HCV,HCV/055   ,13.0,N
F/010,Consulta de psicologia,33,F,F/010     ,16.0,N
I1/025B,Control PC 3,31,I,I1/025B   ,13.0,N
QC/0012,Control alarmes (també Qc/0006,36,Q,QC/0012   ,13.0,N
F/014,Control d'infermeria,33,F,F/014     ,5.0,N
EST/-1021,Control informàtic (SE - SAF),31,EST,EST/-1021 ,12.0,S
EST/-102.1,Control informàtic (SE- SAF),31,EST,EST/-102.1,12.0,N
I2/010,Control realització Ràdio 1,22,I,I2/010    ,33.0,N
I2/030,Control realització Ràdio 2,22,I,I2/030    ,33.0,N
I2/054,Control realització TV3,22,I,I2/054    ,34.0,N
C3/325,Cuina,20,C,C3/325    ,17.0,N
H/508,Cuina,26,H,H/508     ,29.0,N
A/1118,Cuina Office-Gerència,26,A,A/1118    ,3.0,N
C3/129,Cuina i sala canvis,20,C,C3/129    ,14.0,N
A/1010,Del. rector PAS i Ag. Socials,10,A,A/1010    ,17.0,N
N/-2025.1,Depósit D-20,24,N,N/-2025.1 ,83.0,N
MRA/123,Desp.Inst. Ciències de l'espai,12,MRA,MRA/123   ,39.0,N
A/0066B,Despatx,10,A,A/0066B   ,12.0,N
A/1087,Despatx,10,A,A/1087    ,11.0,N
B11/104,Despatx,10,B,B11/104   ,29.0,N
B11/126,Despatx,10,B,B11/126   ,14.0,N
B11/140,Despatx,10,B,B11/140   ,9.0,N
K/0047,Aula/Lab.multimèdia poliv. E,5,K,K/0047    ,66.0,N
C3/015,Aules,4,C,C3/015    ,126.0,N
C3B/103,Aules,4,C,C3B/103   ,111.0,N
Q3/1015,Aules docents,4,Q,Q3/1015   ,128.0,S
B9B/006,Aules informàtica,20,B,B9B/006   ,44.0,N
G5/-102.4,Avantsala sala de calderes,36,G,G5/-102.4 ,4.0,N
EST/005,B1 magatzem,24,EST,EST/005   ,11.0,N
L/037.1,Bar,12,L,L/037.1   ,9.0,N
B7/011,Bar autoservei,12,B,B7/011    ,874.0,N
C0/-1BAR,Bar autoservei,12,C,C0/-1BAR  ,811.0,N
Q/-1001,Bar cafeteria,12,Q,Q/-1001   ,267.0,N
M4/128,Biblioteca (Seminari),8,M,M4/128    ,39.0,N
V0/348,Biblioteca Agr.i Prod. Animal,41,V,V0/348    ,42.0,N
H/125,Box d'Experimentació,15,H,H/125     ,14.0,N
V0/BUNQUER,Búnquer residus tòxics,24,V,V0/BUNQUER,33.0,N
A/0067.1,CCOO CONSULTES,10,A,A/0067.1  ,23.0,N
A/-13311,CGT (central sindical),10,A,A/-13311  ,1.0,N
I2/125,CPC,16,I,I2/125    ,31.0,N
GL/304,CRECIM,10,G,GL/304    ,43.0,N
