ID_UBICACIO,DS_UBICACIO,ID_TIPUS_DEPENDENCIA,ID_EDIFICI,QL_PORTA,IND_METRES,ID_SN_BAIXA
QC/1127,Lavabos de dones,23,Q,QC/1127   ,19.0,N
QC/2066,Lavabos de dones,23,Q,QC/2066   ,11.0,N
S/003,Lavabos de dones 2 Biblioteca,23,S,S/003     ,8.0,N
S/256,Lavabos de dones 3,23,S,S/256     ,15.0,N
A1/306,Lavabos del Rectorat,23,A,A1/306    ,32.0,N
V2/013,Lavabos homes/dones Biblioteca,23,V,V2/013    ,4.0,N
S3/-114,Lavabos minusvàlids,23,S,S3/-114   ,4.0,N
D/034,Lavabos minusvàlids vestíbul,23,D,D/034     ,5.0,N
S/026A,Local Estudiants EUEE,16,S,S/026A    ,22.0,N
B13/104,Magatzem,24,B13,B13/104   ,19.0,N
B2/-128.1,Magatzem,24,B,B2/-128.1 ,42.0,N
B5/009B,Magatzem,24,B,B5/009B   ,11.0,N
B5/021A,Magatzem,24,B,B5/021A   ,2.0,N
C1/-136,Magatzem,24,C,C1/-136   ,10.0,N
C2/090-1,Magatzem,24,C,C2/090-1  ,5.0,N
C3/-124,Magatzem,24,C,C3/-124   ,9.0,N
C3/442,Magatzem,24,C,C3/442    ,11.0,N
C3B/019-1,Magatzem,24,C,C3B/019-1 ,5.0,N
C5/349,Magatzem,24,C,C5/349    ,41.0,N
C7/-102,Magatzem,24,C,C7/-102   ,25.0,N
GL/104,Magatzem,24,G,GL/104    ,10.0,N
GL/107,Magatzem,24,G,GL/107    ,16.0,N
J/-114,Magatzem,24,J,J/-114    ,240.0,S
M2/0109,Magatzem,24,M,M2/0109   ,11.0,N
N/2007.1,Magatzem,24,N,N/2007.1  ,3.0,N
B9/0032,Pespatx,10,B,B9/0032   ,19.0,N
SAF3/-206,Pista d'esquaix 5,13,SF3,SAF3/-206 ,64.0,N
A/0X1,Pl. Acadèmia (darrere Rect),14,A,A/0X1     ,1.0,N
I2/056,Plató TV3,22,I,I2/056    ,155.0,N
M5/101,Porta Blindada (Psiq.-Histol.),43,M,M5/101    ,11.0,N
GL/400,Porta accés,43,G,GL/400    ,4.0,N
GL/100,Porta accés Laboratori,43,G,GL/100    ,4.0,N
GL/500,Porta accés Tallers Plàstica,43,G,GL/500    ,4.0,N
C5/133,Porta d'emergència,27,C,C5/133    ,1.0,S
GA/323,Porta exterior mòdul 3,27,G,GA/323    ,6.0,N
I0/001,Portes entrada planta 0,43,I,I0/001    ,29.0,S
I0/006,Portes passadís parell,27,I,I0/006    ,16.0,S
GA/0X2,Porxos mòdul 2,14,G,GA/0X2    ,125.0,N
GA/0X3,Porxos mòdul 3,14,G,GA/0X3    ,125.0,N
L/202,Prestatgeries-Àrea de Treball,8,L,L/202     ,1375.0,N
B3/-310B,Prevestibul Ascensor,43,B,B3/-310B  ,9.0,N
B2/134,Professorat,10,B,B2/134    ,46.0,S
B2/-114,Pràcticum,5,B,B2/-114   ,111.0,S
U/015,Punt d¿informació,16,U,U/015     ,14.0,N
B3/121B,Quadre Electric,36,B,B3/121B   ,4.0,N
J/214,Quadre Electric,36,J,J/214     ,1.0,N
B11/006,Quadre de llums,36,B,B11/006   ,1.0,N
B3B/033C,Quadre de llums,36,B,B3B/033   ,1.0,N
B5/005,Quadre de llums,36,B,B5/005    ,3.0,N
B5B/-108,Quadre de llums,36,B,B5B/-108  ,4.0,N
B7/050,Quadre de llums,36,B,B7/050    ,4.0,N
B7B/157,Quadre de llums,36,B,B7B/157   ,1.0,N
B9/243,Quadre de llums,36,B,B9/243    ,1.0,N
B5/153,Quadre de llums + mòdem,36,B,B5/153    ,4.0,N
B11/117,Quadre de llums i armari,36,B,B11/117   ,1.0,N
C1/002,Quadre elèctric,36,C,C1/002    ,4.0,N
C1/201,Quadre elèctric,36,C,C1/201    ,9.0,N
C2/064,Quadre elèctric,36,C,C2/064    ,4.0,N
C2/077,Quadre elèctric,36,C,C2/077    ,4.0,N
C2/446,Quadre elèctric,36,C,C2/446    ,10.0,N
C3/152,Quadre elèctric,36,C,C3/152    ,4.0,N
C3B/003,Quadre elèctric,36,C,C3B/003   ,3.0,N
C5/301,Quadre elèctric,36,C,C5/301    ,9.0,N
C5B/-102,Quadre elèctric,36,C,C5B/-102  ,16.0,N
C7/338,Quadre elèctric,24,C,C7/338    ,4.0,N
J/132,Quadre elèctric,36,J,J/132     ,1.0,N
GL/205,Quadre escomesa elèctrica,36,G,GL/205    ,12.0,N
B5L/-115,Quarantena,30,B,B5L/-115  ,5.0,N
B5L/-131,Quiròfan,28,B,B5L/-131  ,9.0,N
H/309,Radioactivitat,20,H,H/309     ,18.0,N
HCV/051,Raigs X,28,HCV,HCV/051   ,10.0,N
H/304,Recepció i secretaria,16,H,H/304     ,13.0,N
A/0030,Restaurant,12,A,A/0030    ,47.0,N
A/0031,Restaurant,12,A,A/0031    ,43.0,N
A/0034,Restaurant-Self Service,12,A,A/0034    ,276.0,N
G6/208,SAED/Aula d'audiovisuals,5,G,G6/208    ,69.0,N
G6/209-1,SAED/Magatzem,24,G,G6/209-1  ,12.0,N
H/515,SAS de personal,30,H,H/515     ,3.0,N
C5B/011,SEMINARI,41,C,C5B/011   ,30.0,N
C5B/013,SEMINARI,41,C,C5B/013   ,30.0,N
R/126,SID de l'edifici d'Estudiants,16,R,R/126     ,7.0,N
V7/007,Sala 3 Estabulari Llatzaret,15,V,V7/007    ,16.0,N
SAF3/057,Sala Activitats 2,13,SF3,SAF3/057  ,36.0,N
V0/055A,Sala Dissecció Anatomia,21,V,V0/055A   ,126.0,N
V3/015B,Sala Exploracio U.Equina,33,V,V3/015B   ,19.0,N
C5/1068,Sala Graus II,5,C,C5/1068   ,77.0,N
A6/-019,Sala Juntes ICE,38,A,A6/-019   ,44.0,N
B2/122,Sala Von Jhering,38,B,B2/122    ,34.0,N
V0/002E,Sala auxiliar Slipi,16,V,V0/002E   ,9.0,N
GA/410,Sala caldera,36,G,GA/410    ,12.0,N
I0/126.1,Sala calderes,36,I,I0/126.1  ,89.0,N
C7/504,Sala calderes (Terrat),36,C,C7/504    ,10.0,S
C1/115,Sala candidats doctorat 1,10,C,C1/115    ,23.0,N
C1/243,Sala col·lecció,24,C,C1/243    ,32.0,N
M3/319B,Sala control aula d'informàtic,7,M,M3/319B   ,19.0,S
IBB/011.2,Sala d'Isòtops,30,IBB,IBB/011.2 ,8.0,N
B1/-105,Sala d'actes,38,B,B1/-105   ,288.0,N
TPV/104,Sala d'actes,12,TPV,TPV/104   ,47.0,N
HSP/-104,Sala d'alumnes,38,HSP,HSP/-104  ,147.0,N
C2/347,Sala d'aparells 4,36,C,C2/347    ,11.0,N
F/37,Sala d'espera,43,F,F/37      ,18.0,S
A/1125,Sala d'espera Gerència,43,A,A/1125    ,13.0,N
N/-1038,Sala d'estudi S-05,32,N,N/-1038   ,10.0,N
N/-1037,Sala d'estudi S-06,32,N,N/-1037   ,14.0,N
B0/-202,Sala d'estudis,32,B,B0/-202   ,1179.0,N
I0/312B,Sala d'estudis,32,I,I0/312B   ,25.0,N
W/124,Sala d'estudis,32,W,W/124     ,78.0,N
M1/013,Sala d'estudis - Medicina,32,M,M1/013    ,170.0,N
C2/-189,Sala d'ordinadors,31,C,C2/-189   ,33.0,N
C3/-160,Sala d'ordinadors,31,C,C3/-160   ,33.0,N
F/007,Sala de Juntes,38,F,F/007     ,16.0,N
B0/034,Sala de Monografies,8,B,B0/034    ,1.0,N
F/9,Sala de Raigs X,33,F,F/9       ,20.0,S
TPV/103,Sala de Reunions,12,TPV,TPV/103   ,47.0,N
MRA/103,Sala de Reunions IGOP,38,MRA,MRA/103   ,29.0,N
G5/-102.6,Sala de calderes,36,G,G5/-102.6 ,36.0,N
V0/389,Sala de consulta Hosp.Clín.Ve.,28,V,V0/389    ,34.0,N
F/025,Sala de control de RX,33,F,F/025     ,3.0,N
SAF3/061,Sala de fitnnes,13,SF3,SAF3/061  ,450.0,N
I0/326,Sala de juntes,38,I,I0/326    ,108.0,N
L/1251,Sala de màquines,36,L,L/1251    ,31.0,N
M1/125,Sala de preparacio,16,M,M1/125    ,43.0,N
B2/018,Sala de professors,38,B,B2/018    ,21.0,N
C0/026,Sala de professors,32,C,C0/026    ,13.0,N
U/017,Sala de professors,16,U,U/017     ,21.0,N
W/123,Sala de professors,10,W,W/123     ,14.0,N
B1/136,Sala de reunions,38,B,B1/136    ,18.0,N
B5C/017,Sala de reunions,38,B,B5C/017   ,19.0,N
C5/141,Sala de reunions,38,C,C5/141    ,51.0,N
I0/311A,Sala de reunions,38,I,I0/311A   ,29.0,N
M0/207,Sala de reunions,38,M,M0/207    ,31.0,N
S/109,Sala de reunions,38,S,S/109     ,25.0,N
B4/037,Sala de reunions 1,38,B4,B4/037    ,14.0,N
G5/143,Sala de reunions 1,38,G,G5/143    ,21.0,N
L/216,Sala de treball,32,L,L/216     ,64.0,N
L/313,Sala de treball,32,L,L/313     ,21.0,N
B0/-211,Sala de treball 5,32,B,B0/-211   ,13.0,N
CT/119,Sala del Rack,36,CT,CT/119    ,3.0,N
V6/002,Sala elaboració làctics,42,V,V6/002    ,115.0,N
VG5/0P1,Passadís a vestuaripProfessors,27,V,VG5/002   ,4.0,N
SAF3/1P1,Passadís accés despatxos,27,SF3,0         ,17.0,N
SAF2/-1P3,Passadís accés despatxos,27,SF2,SAF2/-102 ,2.0,N
SAF1/0P3,Passadís accés exterior (Est),27,SF1,SAF1/003  ,4.0,N
SAF3/0P5,Passadís accés instal·lacions,27,SF3,0         ,79.0,N
SAF1/0P6,Passadís accés vestuaris 5 i 6,27,SF1,SAF1/020  ,4.0,N
B7B/0P2,Passadís aules 101-107,27,B,B7B/0P2   ,399.0,N
VG1/0P2,Passadís d'escala a desp.,27,V,VG1/0P2   ,1.0,N
D/0P2,Passadís de D/010 A D/018,27,D,0         ,100.0,N
V7/0P2,Passadís de Vestíbul A Sala 1,27,V,V7/004    ,5.0,N
B11/0P1,Passadís de la B11 a la B7,27,B,B11/0P1   ,545.0,N
M2/104.2,Cambra frigorífica 2,30,M,M2/104.2  ,6.0,N
I/0029,Cambra instal·lacions,36,I,I/0029    ,15.0,N
IBB/011.5,Cambra nº 1,30,IBB,IBB/011.5 ,7.0,N
QC/0113.1,Cambres,20,Q,QC/0113.1 ,9.0,N
R/142,Camerino,44,R,R/142     ,10.0,N
B2/-145,Cap SLIPI,16,B,B2/-145   ,12.0,N
A5/316,Cap de Prof. i Nòmines,10,A,A5/316    ,19.0,S
A4/316,Cap de l'OPQ,10,A,A4/316    ,24.0,N
L/305,Cartoteca,16,L,L/305     ,32.0,N
CC/060,Casa de Convalescència,10,I,CC/060    ,16.0,S
B9/121,Cehum,10,B,B9/121    ,21.0,N
X/CDE,Centre Documentació Europea,11,X,X/CDE     ,1.0,S
B1/015,Consell Estudiants,12,B,B1/015    ,30.0,N
S/-109,Consell Estudiants EUI,10,S,S/-109    ,21.0,S
B2/-126B,Consell d'Estudiants,10,B,B2/-126B  ,22.0,N
M0/221,Consell d'Estudiants,10,M,M0/221    ,22.0,S
C0/038,Consergeria,8,C,C0/038    ,18.0,N
HCV/054,Consulta 3,33,HCV,HCV/054   ,13.0,N
F/023,Consulta d'odontologia,33,F,F/023     ,8.0,N
F/019,Consulta de ginecologia,33,F,F/019     ,7.0,N
GTP/040,Control d'instal·lacions,36,GTP,GTP/040   ,9.0,N
G6/004,Coordinació Educació Músical,10,G,G6/004    ,25.0,N
GA/216,Coordinació Pedagogia,10,G,GA/216    ,28.0,N
IBB/-1092,Cultius especials,30,IBB,IBB/-1092 ,11.0,S
GL/207-1,Càtedra Viària,10,G,GL/207.1  ,38.0,N
B3BIS/045A,Deganat,16,B,B3BIS/045A,26.0,N
B3BIS/049,Deganat,16,B,B3BIS/045A,26.0,S
A3/324,Del. Cultura (Comunic.-Util.),10,A,A3/324    ,21.0,S
A5/322.1,Desp. cap de Nòmines,10,A,A5/322.1  ,12.0,N
MRA/124,Desp.Inst. Ciències de l'espai,12,MRA,MRA/124   ,39.0,N
B11/114,Despatx,10,B,B11/114   ,14.0,N
B11/116,Despatx,10,B,B11/116   ,15.0,N
B11/136,Despatx,10,B,B11/136   ,12.0,N
GTP/006,Aula pràctiques d'informàtica,7,GTP,GTP/006   ,29.0,N
K/0046,Aula/Lab.multimèdia poliv. D,5,K,K/0046    ,68.0,N
C1/015,Aules,4,C,C1/015    ,82.0,N
C3/017,Aules,4,C,C3/017    ,133.0,N
C3/019,Aules,4,C,C3/019    ,118.0,N
C3B/005,Aules,4,C,C3B/005   ,109.0,N
Q3/1003,Aules Q3/1003 (dues portes),4,Q,Q3/1003   ,106.0,N
B3/112C,Aules seminaris,41,B,B3/112C   ,68.0,N
VG0/004,Avantsala sala de gallines,43,V,VG0/004   ,7.0,N
R/129,BEI,10,R,R/129     ,22.0,N
M3/106,Bar -Baixos/Pis/Barra/Ascensor,12,M,M3/106    ,346.0,N
C2/120,Biblioteca,8,C,C2/120    ,21.0,N
N/2000,Biblioteca,8,N,N/2000    ,856.0,N
SAF1/103,Biblioteca,8,SF1,SAF1/103  ,32.0,N
H/115,Box d'Experimentació,15,H,H/115     ,13.0,N
R/118,CEPC (Col. Est. Països Cat.),10,R,R/118     ,17.0,N
B5L/015,Cabina,20,B,B5L/015   ,8.0,N
B5L/021,Cabina,20,B,B5L/021   ,5.0,N
S/016,Cabina 3 Biblioteca,8,S,S/016     ,9.0,N
M0/1274,Cabina 4,8,M,M0/1274   ,12.0,N
K/1075,Cabina d'interpretació,32,K,K/1075    ,3.0,N
K/1079,Cabina d'interpretació,32,K,K/1079    ,3.0,N
K/2069,Cabina d'interpretació,32,K,K/2069    ,3.0,N
N/2021,Cabines,32,N,N/2021    ,4.0,N
N/4028,Cabines,32,N,N/4028    ,4.0,N
K/0080,Cabines d'interpretació,32,K,K/0080    ,4.0,N
K/0088,Cabines d'interpretació,32,K,K/0088    ,3.0,N
K/0092,Cabines d'interpretació,32,K,K/0092    ,3.0,N
K/0094,Cabines d'interpretació,32,K,K/0094    ,3.0,N
A/0088,Caixa d'Estalvis i Pensions,12,A,A/0088    ,3.0,N
A/0016,Calefacció/refrigeració,36,A,A/0016    ,5.0,N
C7/058,Cambra,20,C,C7/058    ,14.0,N
MRA/-103.1,Cambra Instal.lacions,12,MRA,MRA/-103.1,11.0,N
C1/145-1,Cambra fosca,20,C,C1/145-1  ,3.0,N
C2/-183,Cambra fosca 1,20,C,C2/-183   ,11.0,N
C2/-187,Cambra fosca 2,12,C,C2/-187   ,11.0,N
EST/009,A2 cria i manteniment d'animal,15,EST,EST/009   ,10.0,N
C5/223,AULA,4,C,C5/223    ,107.0,N
C5/231,AULA,4,C,C5/231    ,122.0,N
C5B/027,AULA,4,C,C5B/027   ,56.0,N
I2/005,AVID,21,I,I2/005    ,42.0,N
I2/005.8,AVID-8,21,I,I2/005.8  ,12.0,N
M6/102,Accés Dept. C. Morfològiques,27,M,M6/102    ,205.0,N
M0/003,Accés a Biblioteca-Fac. Medici,43,M,M0/003    ,20.0,N
C1/-314,Accés a l'espai de neteja,12,C,C1/-314   ,3.0,N
C1/-103,Accés a la Facultat,43,C,C1/-103   ,10.0,N
C2/-107,Accés a la Facultat,43,C,C2/-107   ,36.0,N
C3/423,Accés a la unitat,27,C,C3/423    ,34.0,N
F/000,Accés al Servei Assistencial,43,F,F/000     ,54.0,N
C2/009,Accés ala,27,C,C2/009    ,133.0,N
C3/-102,Accés ala,43,C,C3/-102   ,30.0,N
C2/501,Accés cobert,43,C,C2/501    ,85.0,N
SAF2/033,Accés grades piscina,13,SF2,SAF2/033  ,81.0,N
C1/123-1,Accés interior laboratori,20,C,C1/123-1  ,13.0,N
H/015,Accés propi,27,H,H/015     ,16.0,N
C0/030,Accés sala tesis,8,C,C0/030    ,1150.0,S
VG0/001,Accés sala vaques i cabres,18,V,VG0/001   ,167.0,N
A/1072.10,Adjunt Prev. Salut i Seguretat,10,A,A/1072.10 ,25.0,N
A/1072.8,Administrador d'Espais,10,A,A/1072.8  ,28.0,N
X/WAP,Anatomia Patològica,11,X,X/WAP     ,1.0,N
S2/026,Armari aula 25,24,S,S2/026    ,1.0,N
C5/448,Armari empotrat núm. 1,24,C,C5/448    ,1.0,N
C5/452,Armari empotrat núm. 3,24,C,C5/452    ,1.0,N
QP/0017,Armari gasos tècnics,36,Q,QP/0017   ,1.0,N
N/2005,Armari instal·lacions,36,N,N/2005    ,2.0,N
N/2015,Armari instal·lacions,36,N,N/2015    ,2.0,N
B2/033B,Arxiu,1,B,B2/033B   ,28.0,N
B4/025.3,Arxiu,1,B4,B4/025.3  ,10.0,N
B5B/-201,Arxiu,1,B,B5B/-201  ,14.0,N
B7/145,Arxiu,1,B,B7/145    ,5.0,N
C7/105,Arxiu,1,C,C7/105    ,9.0,N
M0/220,Arxiu,1,M,M0/220    ,55.0,N
B9/068,Despatx,10,B,B9/068    ,22.0,S
B9/070,Despatx,10,B,B9/070    ,20.0,S
B9/1038,Despatx,10,B,B9/1038   ,19.0,N
B9/116,Despatx,10,B,B9/116    ,25.0,N
B9/117,Despatx,10,B,B9/117    ,23.0,N
B9/143,Despatx,10,B,B9/143    ,20.0,N
B9/225,Despatx,10,B,B9/225    ,21.0,N
B9/237,Despatx,10,B,B9/237    ,23.0,N
B9/239,Despatx,10,B,B9/239    ,20.0,N
C1/-130,Despatx,10,C,C1/-130   ,27.0,N
C1/-306,Despatx,12,C,C1/-306   ,6.0,N
C1/034-2,Despatx,10,C,C1/034-2  ,23.0,N
C1/034-3,Despatx,10,C,C1/034-3  ,23.0,N
C1/042,Despatx,10,C,C1/042    ,18.0,N
C1/117,Despatx,10,C,C1/117    ,14.0,N
C1/135,Despatx,10,C,C1/135    ,23.0,N
C1/139,Despatx,10,C,C1/139    ,17.0,N
C1/211,Despatx,10,C,C1/211    ,25.0,N
C1/322,Despatx,10,C,C1/322    ,15.0,N
C1/331,Despatx,10,C,C1/331    ,24.0,N
C1/348,Despatx,10,C,C1/348    ,14.0,N
C1/352,Despatx,10,C,C1/352    ,15.0,N
C1/354,Despatx,10,C,C1/354    ,15.0,N
C2/-140,Despatx,10,C,C2/-140   ,16.0,N
C2/013,Despatx,10,C,C2/013    ,12.0,N
C2/015,Despatx,10,C,C2/015    ,12.0,N
C2/019,Despatx,10,C,C2/019    ,12.0,N
C2/051,Despatx,10,C,C2/051    ,74.0,N
C2/174,Despatx,10,C,C2/174    ,19.0,N
C2/217,Despatx,10,C,C2/217    ,17.0,N
C2/226,Despatx,10,C,C2/226    ,17.0,N
C2/304,Despatx,10,C,C2/304    ,128.0,N
C2/310,Despatx,10,C,C2/310    ,15.0,N
C2/324,Despatx,10,C,C2/324    ,41.0,N
C2/408,Despatx,10,C,C2/408    ,12.0,N
C3/-112,Despatx,10,C,C3/-112   ,16.0,N
C3/111-1,Despatx,10,C,C3/111-1  ,10.0,N
C3/210,Despatx,10,C,C3/210    ,16.0,N
C3/217,Despatx,10,C,C3/217    ,18.0,N
C3/230,Despatx,10,C,C3/230    ,36.0,N
C3/241-3,Despatx,10,C,C3/241-3  ,16.0,N
C3/339,Despatx,10,C,C3/339    ,16.0,N
C3/340,Despatx,10,C,C3/340    ,16.0,N
C3/409-2,Despatx,10,C,C3/409-2  ,11.0,N
C3B/-156,Despatx,10,C,C3B/-156  ,17.0,S
C5/1100,Despatx,10,C,C5/1100   ,16.0,N
C5/138,Despatx,10,C,C5/138    ,17.0,N
C5/146,Despatx,10,C,C5/146    ,27.0,N
C5/308,Despatx,10,C,C5/308    ,13.0,N
C5/421,Despatx,10,C,C5/421    ,20.0,N
C5B/046,Despatx,10,C,C5B/046   ,25.0,N
C5B/048,Despatx,10,C,C5B/048   ,26.0,N
C5B/058,Despatx,10,C,C5B/058   ,21.0,N
C7/026,Despatx,10,C,C7/026    ,10.0,N
C7/030,Despatx,10,C,C7/030    ,18.0,N
C7/032,Despatx,10,C,C7/032    ,21.0,N
C7/137,Despatx,10,C,C7/137    ,15.0,N
C7/241,Despatx,10,C,C7/241    ,15.0,N
C7/243,Despatx,10,C,C7/243    ,15.0,N
C7/247,Despatx,10,C,C7/247    ,15.0,N
C7B/018,Despatx,10,C,C7B/018   ,18.0,N
C7B/028,Despatx,10,C,C7B/028   ,18.0,N
C7B/032,Despatx,10,C,C7B/032   ,19.0,N
C7B/048,Despatx,10,C,C7B/048   ,18.0,N
CB/011,Despatx,10,C,CB/011    ,19.0,N
D/110,Despatx,10,D,D/110     ,45.0,N
D/213,Despatx,10,D,D/213     ,50.0,N
D/214,Despatx,10,D,D/214     ,24.0,N
H/417,Despatx,10,H,H/417     ,11.0,N
HDM/019,Despatx,10,HDM,HDM/019   ,12.0,N
K/1010,Despatx,10,K,K/1010    ,15.0,N
K/1014,Despatx,10,K,K/1014    ,15.0,N
K/1019,Despatx,10,K,K/1019    ,15.0,N
K/2027,Despatx,10,K,K/2027    ,15.0,N
M0/105E,Despatx,10,M,M0/105E   ,23.0,N
M0/218.1,Despatx,10,M,M0/218.1  ,16.0,N
M0/219.1,Despatx,10,M,M0/219.1  ,14.0,N
M2/002A,Despatx,10,M,M2/002A   ,25.0,N
M2/009.1,Despatx,10,M,M2/009.1  ,15.0,N
M2/115,Despatx,10,M,M2/115    ,18.0,N
M3/331,Despatx,10,M,M3/331    ,18.0,N
M3/338,Despatx,10,M,M3/338    ,18.0,N
M3/3451,Despatx,10,M,M3/3451   ,42.0,N
M4/114,Despatx,10,M,M4/114    ,23.0,N
M5/109A,Despatx,10,M,M5/109A   ,15.0,N
M6/109,Despatx,10,M,M6/109    ,18.0,N
M6/1101,Despatx,10,M,M6/1101   ,47.0,N
M6/112,Despatx,10,M,M6/112    ,35.0,N
M6/127,Despatx,10,M,M6/127    ,35.0,N
MRA/013,Despatx,10,MRA,MRA/013   ,16.0,N
N/1028,Despatx,10,N,N/1028    ,25.0,N
N/1030,Despatx,10,N,N/1030    ,18.0,N
N/1031,Despatx,10,N,N/1031    ,18.0,N
QC/1019,Despatx,10,Q,QC/1019   ,18.0,N
QC/1025,Despatx,10,Q,QC/1025   ,18.0,N
QC/1027,Despatx,10,Q,QC/1027   ,17.0,N
QC/1030,Despatx,10,Q,QC/1030   ,18.0,N
QC/1036,Despatx,10,Q,QC/1036   ,18.0,N
QC/1038,Despatx,10,Q,QC/1038   ,18.0,N
QC/1040,Despatx,10,Q,QC/1040   ,18.0,N
QC/1051,Despatx,10,Q,QC/1051   ,17.0,N
QC/1052,Despatx,10,Q,QC/1052   ,18.0,N
QC/1083,Despatx,10,Q,QC/1083   ,30.0,N
QC/1113,Despatx,10,Q,QC/1113   ,16.0,N
QC/1117,Despatx,10,Q,QC/1117   ,17.0,N
QC/1119,Despatx,10,Q,QC/1119   ,17.0,N
QC/1139,Despatx,10,Q,QC/1139   ,17.0,N
QC/2003,Despatx,10,Q,QC/2003   ,18.0,N
QC/2016,Despatx,10,Q,QC/2016   ,18.0,N
QC/2033,Despatx,10,Q,QC/2033   ,18.0,N
QC/2056,Despatx,10,Q,QC/2056   ,18.0,N
QC/3007,Despatx,10,Q,QC/3007   ,18.0,N
QC/3027,Despatx,10,Q,QC/3027   ,18.0,N
QC/3039,Despatx,10,Q,QC/3039   ,18.0,N
QC/3044,Despatx,10,Q,QC/3044   ,18.0,N
U/311,Despatx,10,U,U/311     ,22.0,N
W/040,Despatx,10,W,W/040     ,13.0,N
B11/180,Despatx,10,B,B11/180   ,26.0,N
B11/218,Despatx,10,B,B11/218   ,14.0,N
B11/224,Despatx,10,B,B11/224   ,15.0,N
B11/230,Despatx,10,B,B11/230   ,14.0,N
B11/244,Despatx,10,B,B11/244   ,9.0,N
B11/246,Despatx,10,B,B11/246   ,10.0,N
B11/250,Despatx,10,B,B11/250   ,12.0,N
B3BIS/1192,Despatx,10,B,B3BIS/1192,20.0,S
B5/025,Despatx,10,B,B5/025    ,13.0,N
B5/026,Despatx,10,B,B5/026    ,18.0,N
B5/033,Despatx,10,B,B5/033    ,14.0,N
B5/036,Despatx,10,B,B5/036    ,21.0,N
B5/046,Despatx,10,B,B5/046    ,25.0,N
B5/049,Despatx,10,B,B5/049    ,26.0,N
B5/054,Despatx,10,B,B5/054    ,20.0,N
B5/062,Despatx,10,B,B5/062    ,23.0,N
B5/063,Despatx,10,B,B5/063    ,15.0,N
B5/111,Despatx,10,B,B5/111    ,24.0,N
B5/121,Despatx,10,B,B5/121    ,17.0,N
B5/133,Despatx,10,B,B5/133    ,17.0,N
B5/139,Despatx,10,B,B5/139    ,24.0,N
B5/142.1,Despatx,10,B,B5/142.1  ,23.0,N
B5/145,Despatx,10,B,B5/145    ,24.0,N
B5/147,Despatx,10,B,B5/147    ,22.0,N
B5/1588,Despatx,10,B,B5/1588   ,11.0,S
B5/162,Despatx,10,B,B5/162    ,19.0,N
B5B/019,Despatx,10,B,B5B/019   ,19.0,N
B5B/067,Despatx,10,B,B5B/067   ,18.0,N
B7/1062B,Despatx,10,B,B7/1062B  ,20.0,N
B7/1066,Despatx,10,B,B7/1066   ,19.0,N
B7/1096,Despatx,10,B,B7/1096   ,19.0,N
B7/157,Despatx,10,B,B7/157    ,28.0,N
B7/167,Despatx,10,B,B7/167    ,21.0,N
B7/169,Despatx,10,B,B7/169    ,17.0,N
B7/175,Despatx,10,B,B7/175    ,21.0,N
B7B/135,Despatx,10,B,B7B/135   ,17.0,N
B9/0034,Despatx,10,B,B9/0034   ,19.0,N
B9/0040,Despatx,10,B,B9/0040   ,19.0,N
B9/0060,Despatx,10,B,B9/0060   ,19.0,N
B9/0096,Despatx,10,B,B9/0096   ,38.0,N
I0/403,Despatx Periodisme,10,I,I0/403    ,12.0,N
I0/407,Despatx Periodisme,10,I,I0/407    ,23.0,N
I0/409,Despatx Periodisme,10,I,I0/409    ,23.0,N
V0/322,Despatx Producció Animal,10,V,V0/322    ,26.0,N
V0/338,Despatx Producció Animal,10,V,V0/338    ,17.0,N
V0/354,Despatx Producció Animal,10,V,V0/354    ,27.0,N
G6/251,Despatx Psicologia Educació,10,G,G6/251    ,18.0,N
B11/014.2,Despatx SID,10,B,B11/014.2 ,81.0,S
O/016,Despatx STI,16,O,O/016     ,16.0,N
M1/142,Despatx Secció Espanyol,10,M,M1/142    ,15.0,N
K/1047,Despatx Serim,10,K,K/1047    ,45.0,N
I0/224,Despatx Sociologia,10,I,I0/224    ,27.0,N
V0/039,Despatx U. Anatomia,10,V,V0/039    ,20.0,N
G5/148,Despatx U. Biologia/Geologia,10,G,G5/148    ,21.0,N
V0/345,Despatx U. Cirurgia,10,V,V0/345    ,17.0,N
V0/105,Despatx U. Farmacologia,10,V,V0/105    ,31.0,N
V0/125,Despatx U. Fisiologia,10,V,V0/125    ,20.0,N
V0/208INT,Despatx U. Genètica,10,V,V0/208INT ,17.0,N
V0/291,Despatx U. Microbiologia,10,V,V0/291    ,17.0,N
V0/256,Despatx Unitat Higiene,10,V,V0/256    ,17.0,N
A/0027,Despatx cap Edició SPUAB,10,A,A/0027    ,11.0,N
M0/2101,Despatx cap Gestió Econòmica,10,M,M0/2101   ,14.0,N
A/0020,Despatx cap SPUAB,10,A,A/0020    ,21.0,N
V0/008,Despatx cap Secretaria,16,V,V0/008    ,14.0,S
M3/103,Despatx cap Suport Logístic,10,M,M3/103    ,13.0,N
V0/149,Despatx cap U. Fisiologia,10,V,V0/149    ,17.0,N
V0/237,Despatx cap U. Parasit.,10,V,V0/237    ,17.0,N
A/0026,Despatx corrector SPUAB,10,A,A/0026    ,12.0,N
I0/234A,Despatx d'estudiants,10,I,I0/234A   ,17.0,N
I2/103B,Despatx d'investigació,10,I,I2/103B   ,12.0,N
C5/428,Despatx d'investigador/a,10,C,C5/428    ,18.0,N
